Council	Year	Category	Breed	total	female	male	desexed	chipped	menacing	dangerous	probationary	disqualified	registered	infringements	prosecutions	destruction	injuries	paid_any_yr	paid_this_yr
Marlborough District	2013	DOG	Spaniel, English Springer	62	30	32	32	52	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Terrier, American Pit Bull	26	15	11	12	23	25	1	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Terrier, Fox (Smooth)	354	203	151	215	200	3	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Terrier, Jack Russell	418	215	203	260	260	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Terrier, Staffordshire Bull	135	69	66	61	92	0	1	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Terrier, West Highland White	55	34	21	47	44	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	_Unidentified_	1328	676	652	684	904	4	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	OWN	_	0	0	0	0	0	0	0	0	3	6248	88	0	0	0	0	0
Marlborough District	2013	JST	_	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
Marlborough District	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	124	14084	21503
Marlborough District	2014	DOG	_ALL-PURE_	6223	3113	3110	2663	3425	41	3	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	_ALL-CROSS_	3636	1877	1759	1811	2511	47	5	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	_ALL-DOGS_	9859	4990	4869	4474	5936	88	8	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Beagle	32	20	12	18	28	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Bichon Frise	170	86	84	130	138	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Boxer	107	56	51	66	85	1	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Cattle, Australian	57	26	31	21	34	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Chihuahua, Long Coat	44	20	24	25	36	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Chihuahua, Smooth Coat	16	10	6	8	10	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Collie, Bearded	140	62	78	25	23	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Collie, Border	358	191	167	148	176	4	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Collie, Rough	22	12	10	10	10	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Collie, Smooth	517	243	274	30	21	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Greyhound	34	18	16	17	23	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Heading	365	197	168	16	43	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Huntaway	608	251	357	46	50	2	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Maltese	51	28	23	29	46	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Poodle, Miniature	42	19	23	33	34	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Poodle, Toy	29	17	12	19	17	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Retriever, Golden	141	73	68	87	100	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Retriever, Labrador	657	335	322	366	478	1	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Rottweiler	81	37	44	24	73	1	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Schnauzer, Miniature	69	39	30	51	61	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Shepherd, German	127	67	60	55	91	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Shih Tzu	24	13	11	15	21	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Spaniel, Cavalier King Charles	50	26	24	28	36	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Spaniel, Cocker	85	44	41	50	69	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Spaniel, English Springer	63	29	34	36	53	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Terrier, American Pit Bull	26	15	11	16	24	25	1	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Terrier, Fox (Smooth)	327	184	143	197	200	3	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Terrier, Jack Russell	410	208	202	265	286	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Terrier, Staffordshire Bull	148	76	72	75	117	0	2	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	Terrier, West Highland White	51	36	15	44	42	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	DOG	_Unidentified_	1372	675	697	713	1000	4	0	0	0	0	0	0	0	0	0	0
Marlborough District	2014	OWN	_	0	0	0	0	0	0	0	0	3	6383	98	0	0	0	0	0
Marlborough District	2014	JST	_	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Marlborough District	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	160	47737	32639
Marlborough District	2015	DOG	_ALL-PURE_	6110	3080	3030	2769	3558	30	1	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	_ALL-CROSS_	3751	1913	1838	1912	2687	63	7	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	_ALL-DOGS_	9861	4993	4868	4681	6245	93	8	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Beagle	30	19	11	20	26	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Bichon Frise	172	90	82	133	141	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Boxer	98	55	43	65	80	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Cattle, Australian	55	26	29	22	33	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Chihuahua, Long Coat	47	23	24	30	39	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Chihuahua, Smooth Coat	23	15	8	14	18	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Collie, Bearded	125	56	69	25	29	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Collie, Border	354	198	156	157	193	4	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Collie, Rough	23	11	12	14	14	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Collie, Smooth	482	227	255	26	18	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Greyhound	35	18	17	20	24	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Heading	389	211	178	20	48	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Huntaway	617	258	359	55	63	3	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Maltese	52	30	22	30	43	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Poodle, Miniature	45	21	24	36	35	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Poodle, Toy	30	17	13	21	18	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Retriever, Golden	141	72	69	91	106	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Retriever, Labrador	631	322	309	356	486	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Rottweiler	82	31	51	33	72	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Schnauzer, Miniature	70	40	30	53	61	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Shepherd, German	122	62	60	58	100	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Shih Tzu	20	12	8	14	20	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Spaniel, Cavalier King Charles	51	27	24	31	39	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Spaniel, Cocker	91	45	46	60	75	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Spaniel, English Springer	61	26	35	39	52	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Terrier, American Pit Bull	18	14	4	14	17	16	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Terrier, Fox (Smooth)	305	165	140	193	207	3	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Terrier, Jack Russell	403	205	198	274	302	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Terrier, Staffordshire Bull	142	77	65	73	118	0	1	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	Terrier, West Highland White	50	36	14	44	41	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	DOG	_Unidentified_	1346	671	675	748	1040	4	0	0	0	0	0	0	0	0	0	0
Marlborough District	2015	OWN	_	0	0	0	0	0	0	0	0	4	6397	87	0	0	0	0	0
Marlborough District	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Marlborough District	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	133	18321	34819
Marlborough District	2016	DOG	_ALL-PURE_	6273	3174	3099	2861	3776	34	2	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	_ALL-CROSS_	3830	1980	1850	2080	2897	61	9	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	_ALL-DOGS_	10103	5154	4949	4941	6673	95	11	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Beagle	28	17	11	17	24	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Bichon Frise	174	89	85	136	141	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Boxer	101	55	46	65	90	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Cattle, Australian	50	27	23	21	30	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Chihuahua, Long Coat	53	24	29	36	46	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Chihuahua, Smooth Coat	28	16	12	16	23	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Collie, Bearded	134	63	71	32	36	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Collie, Border	376	209	167	165	214	4	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Collie, Rough	23	12	11	11	12	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Collie, Smooth	438	210	228	27	26	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Greyhound	39	21	18	18	26	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Heading	434	239	195	24	54	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Huntaway	673	287	386	66	76	2	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Maltese	67	34	33	42	52	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Poodle, Miniature	46	21	25	38	38	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Poodle, Toy	28	15	13	19	19	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Retriever, Golden	134	69	65	90	109	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Retriever, Labrador	641	320	321	374	517	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Rottweiler	77	31	46	32	63	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Schnauzer, Miniature	84	50	34	54	77	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Shepherd, German	121	63	58	57	100	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Shih Tzu	22	14	8	17	21	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Spaniel, Cavalier King Charles	51	29	22	38	42	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Spaniel, Cocker	83	41	42	54	72	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Spaniel, English Springer	65	30	35	43	58	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Terrier, American Pit Bull	20	13	7	17	20	19	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Terrier, Fox (Smooth)	303	169	134	191	213	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Terrier, Jack Russell	413	207	206	278	323	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Terrier, Staffordshire Bull	150	81	69	77	125	0	1	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	Terrier, West Highland White	46	32	14	41	37	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2016	DOG	_Unidentified_	1371	686	685	765	1092	9	1	0	0	0	0	0	0	0	0	0
Marlborough District	2016	OWN	_	0	0	0	0	0	0	0	0	3	6588	69	0	0	0	0	0
Masterton District	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2433	0
Masterton District	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	39	3531	0
Masterton District	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1618	0
Masterton District	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	74	9177	0
Masterton District	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	105	13702	0
Masterton District	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	90	83325	16230
Masterton District	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	85	17886	61352
Masterton District	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	82	11826	27054
Masterton District	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	123	23952	22116
Masterton District	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	129	17193	16981
Masterton District	2011	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	93	28793	26392
Masterton District	2012	JST	_	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
Masterton District	2012	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	109	10561	21845
Masterton District	2013	DOG	_ALL-PURE_	3522	1768	1754	1273	1320	44	2	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	_ALL-CROSS_	1908	975	933	1133	1134	50	6	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	_ALL-DOGS_	5430	2743	2687	2406	2454	94	8	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Beagle	14	7	7	13	10	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Bichon Frise	37	20	17	28	19	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Boxer	27	17	10	18	16	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Cattle, Australian	50	27	23	15	11	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Chihuahua, Long Coat	24	11	13	13	20	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Chihuahua, Smooth Coat	24	8	16	15	17	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Collie, Bearded	15	7	8	4	4	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Collie, Border	96	50	46	44	29	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Collie, Rough	7	4	3	3	5	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Collie, Smooth	6	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Greyhound	14	8	6	13	11	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Heading	537	282	255	24	18	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Huntaway	772	361	411	38	13	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Maltese	11	8	3	7	9	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Poodle, Miniature	30	13	17	23	18	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Poodle, Toy	8	4	4	2	4	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Retriever, Golden	31	14	17	16	19	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Retriever, Labrador	368	178	190	185	198	2	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Rottweiler	48	24	24	30	32	2	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Schnauzer, Miniature	31	16	15	20	26	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Shepherd, German	74	38	36	33	48	3	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Shih Tzu	10	6	4	7	8	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Spaniel, Cavalier King Charles	15	8	7	15	8	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Spaniel, Cocker	39	18	21	26	25	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Spaniel, English Springer	21	13	8	10	15	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Terrier, American Pit Bull	28	12	16	14	23	27	1	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Terrier, Fox (Smooth)	237	133	104	155	135	2	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Terrier, Jack Russell	171	91	80	111	82	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Terrier, Staffordshire Bull	56	24	32	26	36	2	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	Terrier, West Highland White	24	14	10	21	12	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	DOG	_Unidentified_	697	348	349	342	449	3	1	0	0	0	0	0	0	0	0	0
Masterton District	2013	OWN	_	0	0	0	0	0	0	0	0	2	3156	31	0	0	0	0	0
Masterton District	2013	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	106	11519	11950
Masterton District	2014	DOG	_ALL-PURE_	3176	1610	1566	1137	1195	51	2	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	_ALL-CROSS_	1678	865	813	1068	1043	43	3	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	_ALL-DOGS_	4854	2475	2379	2205	2238	94	5	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Beagle	14	8	6	13	9	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Bichon Frise	35	19	16	27	17	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Boxer	24	13	11	19	16	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Cattle, Australian	43	25	18	11	14	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Chihuahua, Long Coat	15	8	7	8	12	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Chihuahua, Smooth Coat	26	8	18	16	16	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Collie, Bearded	11	6	5	2	2	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Collie, Border	100	50	50	46	39	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Collie, Rough	7	4	3	3	5	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Collie, Smooth	6	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Greyhound	9	5	4	9	8	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Heading	497	256	241	20	10	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Huntaway	721	344	377	33	14	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Maltese	10	7	3	8	8	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Poodle, Miniature	25	11	14	18	15	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Poodle, Toy	8	4	4	4	3	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Retriever, Golden	28	16	12	16	17	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Retriever, Labrador	317	163	154	161	170	2	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Rottweiler	45	22	23	28	31	3	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Schnauzer, Miniature	30	16	14	19	25	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Shepherd, German	66	35	31	30	43	6	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Shih Tzu	11	6	5	7	7	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Spaniel, Cavalier King Charles	12	6	6	12	8	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Spaniel, Cocker	36	20	16	20	24	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Spaniel, English Springer	17	11	6	11	13	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Terrier, American Pit Bull	32	13	19	19	25	31	1	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Terrier, Fox (Smooth)	219	118	101	137	131	3	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Terrier, Jack Russell	155	83	72	103	75	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Terrier, Staffordshire Bull	49	19	30	24	35	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	Terrier, West Highland White	23	16	7	21	12	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	DOG	_Unidentified_	585	294	291	290	391	2	1	0	0	0	0	0	0	0	0	0
Masterton District	2014	OWN	_	0	0	0	0	0	0	0	0	1	2766	44	0	0	0	0	0
Masterton District	2014	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	113	47187	32786
Masterton District	2015	DOG	_ALL-PURE_	3403	1717	1686	1292	1389	47	2	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	_ALL-CROSS_	1821	948	873	1163	1182	48	4	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	_ALL-DOGS_	5224	2665	2559	2455	2571	95	6	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Beagle	15	9	6	12	9	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Bichon Frise	43	24	19	33	22	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Boxer	23	14	9	18	17	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Cattle, Australian	46	26	20	13	16	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Chihuahua, Long Coat	20	9	11	10	16	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Chihuahua, Smooth Coat	29	12	17	21	20	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Collie, Bearded	16	6	10	3	4	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Collie, Border	105	55	50	54	41	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Collie, Rough	7	4	3	4	5	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Collie, Smooth	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Greyhound	17	6	11	17	15	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Heading	514	270	244	28	22	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Huntaway	724	336	388	31	13	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Maltese	8	6	2	6	7	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Poodle, Miniature	26	11	15	21	18	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Poodle, Toy	9	5	4	5	4	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Retriever, Golden	32	13	19	19	21	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Retriever, Labrador	333	173	160	174	198	2	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Rottweiler	45	25	20	28	35	3	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Schnauzer, Miniature	39	24	15	27	32	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Shepherd, German	77	37	40	32	50	5	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Shih Tzu	16	7	9	10	10	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Spaniel, Cavalier King Charles	15	8	7	15	9	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Spaniel, Cocker	46	23	23	29	29	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Spaniel, English Springer	20	13	7	14	15	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Terrier, American Pit Bull	28	11	17	15	22	27	1	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Terrier, Fox (Smooth)	241	132	109	157	145	2	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Terrier, Jack Russell	169	98	71	111	89	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Terrier, Staffordshire Bull	54	21	33	31	40	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	Terrier, West Highland White	29	16	13	21	13	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	DOG	_Unidentified_	653	319	334	332	452	4	1	0	0	0	0	0	0	0	0	0
Masterton District	2015	OWN	_	0	0	0	0	0	0	0	0	1	3058	48	0	0	0	0	0
Masterton District	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	99	8319	24277
Masterton District	2016	DOG	_ALL-PURE_	3400	1727	1673	1310	1498	49	1	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	_ALL-CROSS_	1867	940	927	1213	1257	52	4	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	_ALL-DOGS_	5267	2667	2600	2523	2755	101	5	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	Beagle	17	10	7	14	10	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	Bichon Frise	42	26	16	36	23	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	Boxer	26	17	9	23	20	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	Cattle, Australian	41	22	19	15	17	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	Chihuahua, Long Coat	18	8	10	10	17	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	Chihuahua, Smooth Coat	21	8	13	17	15	1	0	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	Collie, Bearded	19	9	10	4	6	0	0	0	0	0	0	0	0	0	0	0
Masterton District	2016	DOG	Collie, Border	98	52	46	51	41	0	0	0	0	0	0	0	0	0	0	0
